0,0,7.4797616,2,2_turbine_240_degrees_279.0_meters,0
0,0,7.32766294,3,3_turbine_0th_simulation,0
1042.60523,495,7.3696146,3,3_turbine_0th_simulation,1
1955.622859,151,7.30516195,3,3_turbine_0th_simulation,2
0,0,7.30057335,3,3_turbine_1th_simulation,0
287.5943445,-231,7.40046787,3,3_turbine_1th_simulation,1
3338.136359,423,7.45098972,3,3_turbine_1th_simulation,2
0,0,7.33319044,3,3_turbine_2th_simulation,0
133.1546375,495,7.35395145,3,3_turbine_2th_simulation,1
2655.547944,-116,7.16639519,3,3_turbine_2th_simulation,2
0,0,7.32573605,3,3_turbine_3th_simulation,0
451.984029,503,7.36060095,3,3_turbine_3th_simulation,1
3007.343776,457,6.84889698,3,3_turbine_3th_simulation,2
0,0,7.32431698,3,3_turbine_4th_simulation,0
618.8341568,-435,7.36216736,3,3_turbine_4th_simulation,1
2097.268165,-553,7.17752409,3,3_turbine_4th_simulation,2
0,0,7.32649183,3,3_turbine_5th_simulation,0
1059.737933,17,6.07239008,3,3_turbine_5th_simulation,1
2420.588125,294,7.38386154,3,3_turbine_5th_simulation,2
0,0,7.32636499,3,3_turbine_6th_simulation,0
878.2443599,-392,7.3899827,3,3_turbine_6th_simulation,1
3465.219005,-269,7.22809172,3,3_turbine_6th_simulation,2
0,0,7.32798147,3,3_turbine_7th_simulation,0
1179.639641,-281,7.36707449,3,3_turbine_7th_simulation,1
2599.190789,28,6.88924026,3,3_turbine_7th_simulation,2
0,0,7.32007408,3,3_turbine_8th_simulation,0
751.3071591,-122,7.16640759,3,3_turbine_8th_simulation,1
2002.18594,-386,7.36771536,3,3_turbine_8th_simulation,2
0,0,7.32353592,3,3_turbine_9th_simulation,0
652.1834444,369,7.35471201,3,3_turbine_9th_simulation,1
3335.219008,-107,7.17393637,3,3_turbine_9th_simulation,2
0,0,7.32433033,3,3_turbine_10th_simulation,0
436.8525441,-464,7.35991526,3,3_turbine_10th_simulation,1
3137.953196,-345,7.25673532,3,3_turbine_10th_simulation,2
0,0,7.32551193,3,3_turbine_11th_simulation,0
973.0543525,209,7.33626223,3,3_turbine_11th_simulation,1
2082.236143,469,7.42234612,3,3_turbine_11th_simulation,2
0,0,7.32048368,3,3_turbine_12th_simulation,0
635.1773992,286,7.33716297,3,3_turbine_12th_simulation,1
2336.486925,-349,7.41080999,3,3_turbine_12th_simulation,2
0,0,7.27778149,3,3_turbine_13th_simulation,0
334.6998156,14,4.90979958,3,3_turbine_13th_simulation,1
2438.27633,-550,7.4267149,3,3_turbine_13th_simulation,2
0,0,7.32543612,3,3_turbine_14th_simulation,0
268.9958466,-516,7.37801313,3,3_turbine_14th_simulation,1
1006.716921,-377,7.30752182,3,3_turbine_14th_simulation,2
0,0,7.33737803,3,3_turbine_15th_simulation,0
66.6673481,511,7.38414717,3,3_turbine_15th_simulation,1
2921.222528,-24,6.96568537,3,3_turbine_15th_simulation,2
0,0,7.32603407,3,3_turbine_16th_simulation,0
905.3163862,312,7.34822035,3,3_turbine_16th_simulation,1
3168.421497,490,7.35407686,3,3_turbine_16th_simulation,2
0,0,7.33695078,3,3_turbine_17th_simulation,0
39.21903223,-397,7.34048939,3,3_turbine_17th_simulation,1
2388.976219,-37,6.7866025,3,3_turbine_17th_simulation,2
0,0,7.32867622,3,3_turbine_18th_simulation,0
1451.921022,-312,7.33867645,3,3_turbine_18th_simulation,1
1827.425758,-268,5.8302927,3,3_turbine_18th_simulation,2
0,0,7.32939434,3,3_turbine_19th_simulation,0
1601.760302,191,7.35614252,3,3_turbine_19th_simulation,1
2695.007647,111,6.56862497,3,3_turbine_19th_simulation,2
0,0,7.32935476,3,3_turbine_20th_simulation,0
1742.052636,-36,6.47386646,3,3_turbine_20th_simulation,1
2339.114007,110,7.13994455,3,3_turbine_20th_simulation,2
0,0,7.31291246,3,3_turbine_21th_simulation,0
469.3207223,274,7.37258196,3,3_turbine_21th_simulation,1
1248.086018,445,7.41792536,3,3_turbine_21th_simulation,2
0,0,7.32871819,3,3_turbine_22th_simulation,0
1397.827058,-85,6.8349719,3,3_turbine_22th_simulation,1
2740.990137,266,7.37997532,3,3_turbine_22th_simulation,2
0,0,7.30681944,3,3_turbine_23th_simulation,0
306.6045874,-263,7.40123367,3,3_turbine_23th_simulation,1
2637.847137,-134,7.02209044,3,3_turbine_23th_simulation,2
0,0,7.32696629,3,3_turbine_24th_simulation,0
968.3146878,-548,7.36104774,3,3_turbine_24th_simulation,1
1424.593454,-443,7.22434473,3,3_turbine_24th_simulation,2
0,0,7.31979752,3,3_turbine_25th_simulation,0
625.1190137,-274,7.37903786,3,3_turbine_25th_simulation,1
2317.902634,-48,6.80617666,3,3_turbine_25th_simulation,2
0,0,7.31824493,3,3_turbine_26th_simulation,0
698.6015109,-30,5.74155998,3,3_turbine_26th_simulation,1
2728.276665,401,7.40687466,3,3_turbine_26th_simulation,2
0,0,7.31465673,3,3_turbine_27th_simulation,0
520.4517157,-235,7.39051294,3,3_turbine_27th_simulation,1
3134.044491,98,7.21130228,3,3_turbine_27th_simulation,2
0,0,7.32980347,3,3_turbine_28th_simulation,0
1792.258551,-41,6.52383041,3,3_turbine_28th_simulation,1
2896.303562,340,7.35985184,3,3_turbine_28th_simulation,2
0,0,7.32943249,3,3_turbine_29th_simulation,0
267.595869,540,7.33835411,3,3_turbine_29th_simulation,1
2892.180405,-72,7.07203674,3,3_turbine_29th_simulation,2
0,0,7.32067013,3,3_turbine_30th_simulation,0
138.1562533,332,7.31171179,3,3_turbine_30th_simulation,1
1976.257388,325,6.46467066,3,3_turbine_30th_simulation,2
0,0,7.32942486,3,3_turbine_31th_simulation,0
1389.083966,480,7.3643899,3,3_turbine_31th_simulation,1
3466.148029,369,7.14242458,3,3_turbine_31th_simulation,2
