X_coord,Y_coord,Ref_wind,Num_tot_turb,ID,Turb_num
241.6210877,-139.5,7.57912397,2,2_turbine_300_degrees_279.0_meters,1
0,0,7.50172806,2,2_turbine_240_degrees_372.0_meters,0
322.1614502,186,7.5707202,2,2_turbine_240_degrees_372.0_meters,1
0,0,7.4960103,2,2_turbine_241_degrees_372.0_meters,0
325.3585311,180.3491787,7.56806946,2,2_turbine_241_degrees_372.0_meters,1
0,0,7.49304342,2,2_turbine_242_degrees_372.0_meters,0
328.4565045,174.6434214,7.56435013,2,2_turbine_242_degrees_372.0_meters,1
0,0,7.49259138,2,2_turbine_243_degrees_372.0_meters,0
331.454427,168.8844659,7.54964066,2,2_turbine_243_degrees_372.0_meters,1
0,0,7.49497366,2,2_turbine_244_degrees_372.0_meters,0
334.3513852,163.0740666,7.55146646,2,2_turbine_244_degrees_372.0_meters,1
0,0,7.48398638,2,2_turbine_245_degrees_372.0_meters,0
337.1464968,157.2139934,7.55257273,2,2_turbine_245_degrees_372.0_meters,1
0,0,7.46859789,2,2_turbine_246_degrees_372.0_meters,0
339.8389102,151.3060312,7.53242159,2,2_turbine_246_degrees_372.0_meters,1
0,0,7.46926641,2,2_turbine_247_degrees_372.0_meters,0
342.4278055,145.3519798,7.52182484,2,2_turbine_247_degrees_372.0_meters,1
0,0,7.47089338,2,2_turbine_248_degrees_372.0_meters,0
344.9123939,139.3536528,7.51742935,2,2_turbine_248_degrees_372.0_meters,1
0,0,7.45903826,2,2_turbine_249_degrees_372.0_meters,0
347.2919187,133.3128772,7.49762249,2,2_turbine_249_degrees_372.0_meters,1
0,0,7.46089792,2,2_turbine_250_degrees_372.0_meters,0
349.5656549,127.2314933,7.47456598,2,2_turbine_250_degrees_372.0_meters,1
0,0,7.46438122,2,2_turbine_251_degrees_372.0_meters,0
351.7329101,121.1113535,7.45294428,2,2_turbine_251_degrees_372.0_meters,1
0,0,7.45792294,2,2_turbine_252_degrees_372.0_meters,0
353.7930241,114.9543219,7.41070938,2,2_turbine_252_degrees_372.0_meters,1
0,0,7.45086861,2,2_turbine_253_degrees_372.0_meters,0
355.7453692,108.7622742,7.3551383,2,2_turbine_253_degrees_372.0_meters,1
0,0,7.43507671,2,2_turbine_254_degrees_372.0_meters,0
357.5893509,102.5370964,7.27885008,2,2_turbine_254_degrees_372.0_meters,1
0,0,7.4376359,2,2_turbine_255_degrees_372.0_meters,0
359.3244074,96.28068478,7.190588,2,2_turbine_255_degrees_372.0_meters,1
0,0,7.45159626,2,2_turbine_256_degrees_372.0_meters,0
360.9500102,89.99494516,7.06501245,2,2_turbine_256_degrees_372.0_meters,1
0,0,7.40157032,2,2_turbine_257_degrees_372.0_meters,0
362.4656641,83.68179222,6.94959307,2,2_turbine_257_degrees_372.0_meters,1
0,0,7.40327883,2,2_turbine_258_degrees_372.0_meters,0
363.8709075,77.34314898,6.78093386,2,2_turbine_258_degrees_372.0_meters,1
0,0,7.39253664,2,2_turbine_259_degrees_372.0_meters,0
365.1653122,70.98094628,6.62719679,2,2_turbine_259_degrees_372.0_meters,1
0,0,7.39667606,2,2_turbine_260_degrees_372.0_meters,0
366.3484841,64.59712209,6.4727335,2,2_turbine_260_degrees_372.0_meters,1
0,0,7.38378143,2,2_turbine_261_degrees_372.0_meters,0
367.4200627,58.19362099,6.29732752,2,2_turbine_261_degrees_372.0_meters,1
0,0,7.38049603,2,2_turbine_262_degrees_372.0_meters,0
368.3797216,51.77239356,6.11142492,2,2_turbine_262_degrees_372.0_meters,1
0,0,7.38430691,2,2_turbine_263_degrees_372.0_meters,0
369.2271684,45.33539575,5.91495562,2,2_turbine_263_degrees_372.0_meters,1
0,0,7.38654804,2,2_turbine_264_degrees_372.0_meters,0
369.9621451,38.88458834,5.73328495,2,2_turbine_264_degrees_372.0_meters,1
0,0,7.3703866,2,2_turbine_265_degrees_372.0_meters,0
370.5844277,32.4219363,5.54358149,2,2_turbine_265_degrees_372.0_meters,1
0,0,7.37443304,2,2_turbine_266_degrees_372.0_meters,0
371.0938267,25.94940823,5.3738203,2,2_turbine_266_degrees_372.0_meters,1
0,0,7.36521864,2,2_turbine_267_degrees_372.0_meters,0
371.4901869,19.46897572,5.25016356,2,2_turbine_267_degrees_372.0_meters,1
0,0,7.37993765,2,2_turbine_268_degrees_372.0_meters,0
371.7733877,12.98261277,5.15568638,2,2_turbine_268_degrees_372.0_meters,1
0,0,7.36434269,2,2_turbine_269_degrees_372.0_meters,0
371.9433426,6.492295195,5.0888772,2,2_turbine_269_degrees_372.0_meters,1
0,0,7.36998081,2,2_turbine_270_degrees_372.0_meters,0
372,0,5.07858276,2,2_turbine_270_degrees_372.0_meters,1
0,0,7.36329556,2,2_turbine_271_degrees_372.0_meters,0
371.9433426,-6.492295195,5.11230373,2,2_turbine_271_degrees_372.0_meters,1
0,0,7.37802935,2,2_turbine_272_degrees_372.0_meters,0
371.7733877,-12.98261277,5.20459461,2,2_turbine_272_degrees_372.0_meters,1
0,0,7.36445379,2,2_turbine_273_degrees_372.0_meters,0
371.4901869,-19.46897572,5.32811213,2,2_turbine_273_degrees_372.0_meters,1
0,0,7.37409592,2,2_turbine_274_degrees_372.0_meters,0
371.0938267,-25.94940823,5.47299147,2,2_turbine_274_degrees_372.0_meters,1
0,0,7.36991596,2,2_turbine_275_degrees_372.0_meters,0
370.5844277,-32.4219363,5.65676117,2,2_turbine_275_degrees_372.0_meters,1
0,0,7.38587904,2,2_turbine_276_degrees_372.0_meters,0
369.9621451,-38.88458834,5.85257912,2,2_turbine_276_degrees_372.0_meters,1
0,0,7.38359594,2,2_turbine_277_degrees_372.0_meters,0
369.2271684,-45.33539575,6.03363276,2,2_turbine_277_degrees_372.0_meters,1
0,0,7.37984085,2,2_turbine_278_degrees_372.0_meters,0
368.3797216,-51.77239356,6.2237854,2,2_turbine_278_degrees_372.0_meters,1
0,0,7.38312531,2,2_turbine_279_degrees_372.0_meters,0
367.4200627,-58.19362099,6.40136003,2,2_turbine_279_degrees_372.0_meters,1
0,0,7.39642286,2,2_turbine_280_degrees_372.0_meters,0
366.3484841,-64.59712209,6.56498623,2,2_turbine_280_degrees_372.0_meters,1
0,0,7.3926115,2,2_turbine_281_degrees_372.0_meters,0
365.1653122,-70.98094628,6.70894623,2,2_turbine_281_degrees_372.0_meters,1
0,0,7.40381098,2,2_turbine_282_degrees_372.0_meters,0
363.8709075,-77.34314898,6.86603308,2,2_turbine_282_degrees_372.0_meters,1
0,0,7.40190172,2,2_turbine_283_degrees_372.0_meters,0
362.4656641,-83.68179222,7.0191021,2,2_turbine_283_degrees_372.0_meters,1
0,0,7.45233059,2,2_turbine_284_degrees_372.0_meters,0
360.9500102,-89.99494516,7.1219182,2,2_turbine_284_degrees_372.0_meters,1
0,0,7.43746424,2,2_turbine_285_degrees_372.0_meters,0
359.3244074,-96.28068478,7.23535395,2,2_turbine_285_degrees_372.0_meters,1
0,0,7.43497849,2,2_turbine_286_degrees_372.0_meters,0
357.5893509,-102.5370964,7.31272793,2,2_turbine_286_degrees_372.0_meters,1
0,0,7.45088148,2,2_turbine_287_degrees_372.0_meters,0
355.7453692,-108.7622742,7.38153553,2,2_turbine_287_degrees_372.0_meters,1
0,0,7.45803881,2,2_turbine_288_degrees_372.0_meters,0
353.7930241,-114.9543219,7.43135357,2,2_turbine_288_degrees_372.0_meters,1
0,0,7.46352291,2,2_turbine_289_degrees_372.0_meters,0
351.7329101,-121.1113535,7.46770287,2,2_turbine_289_degrees_372.0_meters,1
0,0,7.4604702,2,2_turbine_290_degrees_372.0_meters,0
349.5656549,-127.2314933,7.48571348,2,2_turbine_290_degrees_372.0_meters,1
0,0,7.45873117,2,2_turbine_291_degrees_372.0_meters,0
347.2919187,-133.3128772,7.50581408,2,2_turbine_291_degrees_372.0_meters,1
0,0,7.47042561,2,2_turbine_292_degrees_372.0_meters,0
344.9123939,-139.3536528,7.52361345,2,2_turbine_292_degrees_372.0_meters,1
0,0,7.46862125,2,2_turbine_293_degrees_372.0_meters,0
342.4278055,-145.3519798,7.52674675,2,2_turbine_293_degrees_372.0_meters,1
0,0,7.46796179,2,2_turbine_294_degrees_372.0_meters,0
339.8389102,-151.3060312,7.53581238,2,2_turbine_294_degrees_372.0_meters,1
0,0,7.48313475,2,2_turbine_295_degrees_372.0_meters,0
337.1464968,-157.2139934,7.55529499,2,2_turbine_295_degrees_372.0_meters,1
0,0,7.49386311,2,2_turbine_296_degrees_372.0_meters,0
334.3513852,-163.0740666,7.55289221,2,2_turbine_296_degrees_372.0_meters,1
0,0,7.49355888,2,2_turbine_297_degrees_372.0_meters,0
331.454427,-168.8844659,7.55163527,2,2_turbine_297_degrees_372.0_meters,1
0,0,7.49279356,2,2_turbine_298_degrees_372.0_meters,0
328.4565045,-174.6434214,7.56625128,2,2_turbine_298_degrees_372.0_meters,1
0,0,7.49564075,2,2_turbine_299_degrees_372.0_meters,0
325.3585311,-180.3491787,7.56941128,2,2_turbine_299_degrees_372.0_meters,1
0,0,7.50099802,2,2_turbine_300_degrees_372.0_meters,0
322.1614502,-186,7.57178211,2,2_turbine_300_degrees_372.0_meters,1
0,0,7.52118015,2,2_turbine_240_degrees_465.0_meters,0
402.7018128,232.5,7.56287241,2,2_turbine_240_degrees_465.0_meters,1
0,0,7.50969458,2,2_turbine_241_degrees_465.0_meters,0
406.6981638,225.4364734,7.56061697,2,2_turbine_241_degrees_465.0_meters,1
0,0,7.51781893,2,2_turbine_242_degrees_465.0_meters,0
410.5706307,218.3042767,7.55410624,2,2_turbine_242_degrees_465.0_meters,1
0,0,7.49304247,2,2_turbine_243_degrees_465.0_meters,0
414.3180337,211.1055824,7.57284451,2,2_turbine_243_degrees_465.0_meters,1
0,0,7.49863148,2,2_turbine_244_degrees_465.0_meters,0
417.9392315,203.8425833,7.56386948,2,2_turbine_244_degrees_465.0_meters,1
0,0,7.50720739,2,2_turbine_245_degrees_465.0_meters,0
421.433121,196.5174917,7.53660727,2,2_turbine_245_degrees_465.0_meters,1
0,0,7.48997736,2,2_turbine_246_degrees_465.0_meters,0
424.7986378,189.132539,7.53616619,2,2_turbine_246_degrees_465.0_meters,1
0,0,7.49036741,2,2_turbine_247_degrees_465.0_meters,0
428.0347569,181.6899747,7.52922964,2,2_turbine_247_degrees_465.0_meters,1
0,0,7.48661184,2,2_turbine_248_degrees_465.0_meters,0
431.1404924,174.1920659,7.5277791,2,2_turbine_248_degrees_465.0_meters,1
0,0,7.48426533,2,2_turbine_249_degrees_465.0_meters,0
434.1148983,166.6410965,7.51185465,2,2_turbine_249_degrees_465.0_meters,1
0,0,7.48404837,2,2_turbine_250_degrees_465.0_meters,0
436.9570687,159.0393666,7.50910616,2,2_turbine_250_degrees_465.0_meters,1
0,0,7.47953606,2,2_turbine_251_degrees_465.0_meters,0
439.6661377,151.3891918,7.50284719,2,2_turbine_251_degrees_465.0_meters,1
0,0,7.48489571,2,2_turbine_252_degrees_465.0_meters,0
442.2412801,143.6929024,7.48770285,2,2_turbine_252_degrees_465.0_meters,1
0,0,7.47610044,2,2_turbine_253_degrees_465.0_meters,0
444.6817115,135.9528427,7.46116877,2,2_turbine_253_degrees_465.0_meters,1
0,0,7.44887638,2,2_turbine_254_degrees_465.0_meters,0
446.9866886,128.1713705,7.43963814,2,2_turbine_254_degrees_465.0_meters,1
0,0,7.45597649,2,2_turbine_255_degrees_465.0_meters,0
449.1555092,120.350856,7.38600874,2,2_turbine_255_degrees_465.0_meters,1
0,0,7.44837809,2,2_turbine_256_degrees_465.0_meters,0
451.1875127,112.4936815,7.32946205,2,2_turbine_256_degrees_465.0_meters,1
0,0,7.44512367,2,2_turbine_257_degrees_465.0_meters,0
453.0820801,104.6022403,7.23069859,2,2_turbine_257_degrees_465.0_meters,1
0,0,7.42237854,2,2_turbine_258_degrees_465.0_meters,0
454.8386343,96.67893623,7.13069677,2,2_turbine_258_degrees_465.0_meters,1
0,0,7.41932201,2,2_turbine_259_degrees_465.0_meters,0
456.4566403,88.72618285,6.99712706,2,2_turbine_259_degrees_465.0_meters,1
0,0,7.4141016,2,2_turbine_260_degrees_465.0_meters,0
457.9356052,80.74640262,6.84518623,2,2_turbine_260_degrees_465.0_meters,1
0,0,7.40241003,2,2_turbine_261_degrees_465.0_meters,0
459.2750784,72.74202624,6.65504789,2,2_turbine_261_degrees_465.0_meters,1
0,0,7.39769173,2,2_turbine_262_degrees_465.0_meters,0
460.474652,64.71549195,6.48653412,2,2_turbine_262_degrees_465.0_meters,1
0,0,7.40446377,2,2_turbine_263_degrees_465.0_meters,0
461.5339605,56.66924468,6.29007387,2,2_turbine_263_degrees_465.0_meters,1
0,0,7.39892721,2,2_turbine_264_degrees_465.0_meters,0
462.4526813,48.60573542,6.07887554,2,2_turbine_264_degrees_465.0_meters,1
0,0,7.39593506,2,2_turbine_265_degrees_465.0_meters,0
463.2305346,40.52742038,5.88262033,2,2_turbine_265_degrees_465.0_meters,1
0,0,7.38769865,2,2_turbine_266_degrees_465.0_meters,0
463.8672834,32.43676029,5.69514561,2,2_turbine_266_degrees_465.0_meters,1
0,0,7.38160372,2,2_turbine_267_degrees_465.0_meters,0
464.3627337,24.33621965,5.53682709,2,2_turbine_267_degrees_465.0_meters,1
0,0,7.38449478,2,2_turbine_268_degrees_465.0_meters,0
464.7167346,16.22826597,5.39785814,2,2_turbine_268_degrees_465.0_meters,1
0,0,7.39462757,2,2_turbine_269_degrees_465.0_meters,0
464.9291782,8.115368993,5.3146081,2,2_turbine_269_degrees_465.0_meters,1
0,0,7.39993382,2,2_turbine_270_degrees_465.0_meters,0
465,0,5.29913807,2,2_turbine_270_degrees_465.0_meters,1
0,0,7.3936882,2,2_turbine_271_degrees_465.0_meters,0
464.9291782,-8.115368993,5.35068798,2,2_turbine_271_degrees_465.0_meters,1
0,0,7.38426971,2,2_turbine_272_degrees_465.0_meters,0
464.7167346,-16.22826597,5.46127558,2,2_turbine_272_degrees_465.0_meters,1
0,0,7.38115644,2,2_turbine_273_degrees_465.0_meters,0
464.3627337,-24.33621965,5.62971115,2,2_turbine_273_degrees_465.0_meters,1
0,0,7.38746834,2,2_turbine_274_degrees_465.0_meters,0
463.8672834,-32.43676029,5.80675602,2,2_turbine_274_degrees_465.0_meters,1
0,0,7.39548683,2,2_turbine_275_degrees_465.0_meters,0
463.2305346,-40.52742038,6.00011683,2,2_turbine_275_degrees_465.0_meters,1
0,0,7.39841413,2,2_turbine_276_degrees_465.0_meters,0
462.4526813,-48.60573542,6.1916256,2,2_turbine_276_degrees_465.0_meters,1
0,0,7.40378428,2,2_turbine_277_degrees_465.0_meters,0
461.5339605,-56.66924468,6.39298868,2,2_turbine_277_degrees_465.0_meters,1
0,0,7.39753962,2,2_turbine_278_degrees_465.0_meters,0
460.474652,-64.71549195,6.57709789,2,2_turbine_278_degrees_465.0_meters,1
0,0,7.40261412,2,2_turbine_279_degrees_465.0_meters,0
459.2750784,-72.74202624,6.74213743,2,2_turbine_279_degrees_465.0_meters,1
0,0,7.41478968,2,2_turbine_280_degrees_465.0_meters,0
457.9356052,-80.74640262,6.92601395,2,2_turbine_280_degrees_465.0_meters,1
0,0,7.4194212,2,2_turbine_281_degrees_465.0_meters,0
456.4566403,-88.72618285,7.06059313,2,2_turbine_281_degrees_465.0_meters,1
0,0,7.42289734,2,2_turbine_282_degrees_465.0_meters,0
454.8386343,-96.67893623,7.1804347,2,2_turbine_282_degrees_465.0_meters,1
0,0,7.44557571,2,2_turbine_283_degrees_465.0_meters,0
453.0820801,-104.6022403,7.26930714,2,2_turbine_283_degrees_465.0_meters,1
0,0,7.44803143,2,2_turbine_284_degrees_465.0_meters,0
451.1875127,-112.4936815,7.35846424,2,2_turbine_284_degrees_465.0_meters,1
0,0,7.45624113,2,2_turbine_285_degrees_465.0_meters,0
449.1555092,-120.350856,7.40719414,2,2_turbine_285_degrees_465.0_meters,1
0,0,7.44871664,2,2_turbine_286_degrees_465.0_meters,0
446.9866886,-128.1713705,7.45458984,2,2_turbine_286_degrees_465.0_meters,1
0,0,7.47651815,2,2_turbine_287_degrees_465.0_meters,0
444.6817115,-135.9528427,7.47210121,2,2_turbine_287_degrees_465.0_meters,1
0,0,7.48494577,2,2_turbine_288_degrees_465.0_meters,0
442.2412801,-143.6929024,7.49553871,2,2_turbine_288_degrees_465.0_meters,1
0,0,7.47972727,2,2_turbine_289_degrees_465.0_meters,0
439.6661377,-151.3891918,7.50868988,2,2_turbine_289_degrees_465.0_meters,1
0,0,7.48390532,2,2_turbine_290_degrees_465.0_meters,0
436.9570687,-159.0393666,7.51325083,2,2_turbine_290_degrees_465.0_meters,1
0,0,7.4838624,2,2_turbine_291_degrees_465.0_meters,0
434.1148983,-166.6410965,7.51527119,2,2_turbine_291_degrees_465.0_meters,1
0,0,7.48597097,2,2_turbine_292_degrees_465.0_meters,0
431.1404924,-174.1920659,7.53126192,2,2_turbine_292_degrees_465.0_meters,1
0,0,7.4897933,2,2_turbine_293_degrees_465.0_meters,0
428.0347569,-181.6899747,7.53143454,2,2_turbine_293_degrees_465.0_meters,1
0,0,7.48954058,2,2_turbine_294_degrees_465.0_meters,0
424.7986378,-189.132539,7.53799009,2,2_turbine_294_degrees_465.0_meters,1
0,0,7.50600529,2,2_turbine_295_degrees_465.0_meters,0
421.433121,-196.5174917,7.53815508,2,2_turbine_295_degrees_465.0_meters,1
0,0,7.49700832,2,2_turbine_296_degrees_465.0_meters,0
417.9392315,-203.8425833,7.56587791,2,2_turbine_296_degrees_465.0_meters,1
0,0,7.49127817,2,2_turbine_297_degrees_465.0_meters,0
414.3180337,-211.1055824,7.57453346,2,2_turbine_297_degrees_465.0_meters,1
0,0,7.51653194,2,2_turbine_298_degrees_465.0_meters,0
410.5706307,-218.3042767,7.55532026,2,2_turbine_298_degrees_465.0_meters,1
0,0,7.50884008,2,2_turbine_299_degrees_465.0_meters,0
406.6981638,-225.4364734,7.56179237,2,2_turbine_299_degrees_465.0_meters,1
0,0,7.52085543,2,2_turbine_300_degrees_465.0_meters,0
402.7018128,-232.5,7.56341171,2,2_turbine_300_degrees_465.0_meters,1
0,0,7.52745771,2,2_turbine_240_degrees_558.0_meters,0
483.2421753,279,7.56338596,2,2_turbine_240_degrees_558.0_meters,1
0,0,7.52057076,2,2_turbine_241_degrees_558.0_meters,0
488.0377966,270.5237681,7.5633769,2,2_turbine_241_degrees_558.0_meters,1
0,0,7.52492237,2,2_turbine_242_degrees_558.0_meters,0
492.6847568,261.965132,7.55270672,2,2_turbine_242_degrees_558.0_meters,1
0,0,7.51184797,2,2_turbine_243_degrees_558.0_meters,0
497.1816405,253.3266989,7.56140518,2,2_turbine_243_degrees_558.0_meters,1
0,0,7.50623131,2,2_turbine_244_degrees_558.0_meters,0
